GEOID,pop,lon,lat
18075,21253,-85.00563532,40.43791837
18077,32428,-85.43857279,38.78582286
18079,28525,-85.62806461,38.99693007
18081,139654,-86.10163676,39.48997021
18083,38440,-87.41800846,38.68908984
18085,77358,-85.86071769,41.24409735
18087,37128,-85.42649791,41.64260627
18089,496005,-87.37636185,41.47220337
18091,111467,-86.74236626,41.54902156
18093,46134,-86.48345122,38.8411629
18095,131636,-85.71934518,40.16165563
18097,903393,-86.13847068,39.78170765
18099,47051,-86.26176129,41.32484898
18101,10334,-86.80306555,38.7080111
18103,36903,-86.04502307,40.76950395
18105,137974,-86.52313699,39.16091791
18107,38124,-86.89329992,40.04037873
18109,68894,-86.44621167,39.48154824
18111,14244,-87.39753537,40.95584999
18113,47536,-85.41746675,41.39859949
18115,6128,-84.96502908,38.95009567
18117,19840,-86.49506929,38.54177889
18119,21575,-86.83765155,39.31281204
18121,17339,-87.20635825,39.7736252
18123,19338,-86.6380318,38.07964914
18125,12845,-87.23216425,38.39878322
18127,164343,-87.07331853,41.50883859
18129,25910,-87.86847118,38.02189158
18131,13402,-86.69877925,41.04183211
18133,37963,-86.84499815,39.66626067
18135,26171,-85.01131041,40.15763955
18137,28818,-85.26238637,39.10345468
18139,17392,-85.46576117,39.61994845
18141,266931,-86.28985771,41.61671802
18143,24181,-85.74746786,38.68506982
18145,44436,-85.79170037,39.52369222
18147,20952,-87.00770594,38.01405894
18149,23363,-86.64764856,41.28092643
18151,34185,-85.00076506,41.64386779
18153,21475,-87.41469039,39.08883469
18155,10613,-85.03699792,38.82616078
18157,172780,-86.89409742,40.38861874
18159,15936,-86.05185898,40.31134527
18161,7516,-84.92514201,39.62554586
18163,179703,-87.58578308,38.02514315
18165,16212,-87.46397354,39.85379749
18167,107848,-87.38996446,39.4306386
18169,32888,-85.79400567,40.84569301
18171,8508,-87.3533145,40.34690331
18173,59689,-87.27205433,38.0921661
18175,28262,-86.10530562,38.59998399
18177,68917,-85.00987647,39.86441648
18179,27636,-85.22121985,40.72918665
18181,24643,-86.86546936,40.74977161
18183,33292,-85.50511793,41.13937533
19001,7682,-94.47094134,41.33074643
19003,4029,-94.6991849,41.02898389
19005,14330,-91.37809229,43.2842838
19007,12887,-92.86861022,40.74316334
19009,6119,-94.90582221,41.68458933
19011,26076,-92.06569116,42.08018636
19013,131090,-92.30882006,42.47009577
19015,26306,-93.93167096,42.03654934
19017,24276,-92.31805484,42.77458725
19019,20958,-91.83783921,42.47077766
19021,20260,-95.15114897,42.73549364
19023,14867,-92.79019305,42.73156646
19025,9670,-94.64041362,42.38518478
19027,20816,-94.86055928,42.03623822
19029,13956,-94.92782663,41.33148761
19031,18499,-91.1324124,41.77232079
19033,44151,-93.26081837,43.08155773
19035,12072,-95.6238055,42.73562256
19037,12439,-92.31766374,43.06004135
19039,9286,-93.78515785,41.0290323
19041,16667,-95.15091943,43.08258041
19043,18129,-91.34143278,42.84474932
19045,49116,-90.53197233,41.8980358
19047,17096,-95.38196776,42.03721247
19049,66135,-94.03973741,41.68488623
19051,8753,-92.40971733,40.74768908
19053,8457,-93.7862815,40.73768269
19055,17764,-91.36735012,42.47121101
19057,40325,-91.18147075,40.92318289
19059,16667,-95.15083005,43.37798477
19061,93653,-90.88245646,42.46883202
19063,10302,-94.67847998,43.37802302
19065,20880,-91.84432073,42.86259193
19067,16303,-92.78900331,43.05992083
19069,10680,-93.26247301,42.73254585
19071,7441,-95.60467655,40.74558918
19073,9336,-94.39683558,42.03623942
19075,12453,-92.79141986,42.40186565
19077,10954,-94.50105499,41.68375479
19079,15673,-93.70680827,42.38377217
19081,11341,-93.7342723,43.08188608
19083,17534,-93.24040352,42.38388001
19085,14928,-95.81692143,41.68285091
19087,20145,-91.54452522,40.98793706
19089,9566,-92.3171989,43.35676735
19091,9815,-94.2071868,42.77646858
19093,7089,-95.5134962,42.38687468
19095,16355,-92.06552405,41.68632293
19097,19848,-90.57422946,42.17174263
19099,36842,-93.05376497,41.6860394
19101,16843,-91.94887743,41.0317596
19103,130882,-91.58808492,41.67155109
19105,20638,-91.1314352,42.12123966
19107,10511,-92.17864262,41.33646498
19109,15543,-94.20671992,43.20413005
19111,35862,-91.47926277,40.6419754
19113,211226,-91.59896458,42.07894788
19115,11387,-91.25961842,41.21850727
19117,8898,-93.32771707,41.02937682
19119,11581,-96.21029238,43.38049696
19121,15679,-94.01556193,41.33071424
19123,22381,-92.64090926,41.33520343
19125,33309,-93.09943653,41.33445149
19127,40648,-92.99877062,42.03584991
19129,15059,-95.62132679,41.03345293
19131,10776,-92.78903145,43.35641237
19133,9243,-95.95992352,42.05166628
19135,7970,-92.86898771,41.02978256
19137,10740,-95.15637578,41.03014
19139,42745,-91.11275621,41.48392207
19141,14398,-95.62487833,43.08375267
19143,6462,-95.62368412,43.37856961
19145,15932,-95.15017472,40.73914439
19147,9421,-94.67813707,43.08206429
19149,24986,-96.21404283,42.73783505
19151,7310,-94.67874661,42.73413512
19153,430640,-93.57353356,41.68550483
19155,93158,-95.54239077,41.33661144
19157,18914,-92.53146841,41.68644221
19159,5131,-94.24397193,40.7352023
19161,10350,-95.1053946,42.38626035
19163,165224,-90.62324281,41.63709783
19165,12167,-95.31021133,41.6850926
19167,33704,-96.17788294,43.08261787
19169,89542,-93.46504477,42.03624151
19171,17767,-92.53254251,42.07981169
19173,6317,-94.69641478,40.73743236
19175,12534,-94.24237917,41.0277304
19177,7570,-91.94998707,40.75322942
19179,35625,-92.40944987,41.03058454
19181,46225,-93.56135936,41.33437347
19183,21704,-91.7178676,41.335591
19185,6403,-93.32736668,40.73947337
19187,38013,-94.18178806,42.42796623
19189,10866,-93.73419539,43.37756776
19191,21056,-91.84370742,43.29067464
19193,102172,-96.04476728,42.38971691
19195,7598,-93.26084755,43.37739845
19197,13229,-93.73514649,42.7331189
20001,13371,-95.30138893,37.88573495
20003,8102,-95.29332857,38.21420481
20005,16924,-95.31344477,39.53174005
20007,4861,-98.68479063,37.22883879
20009,27674,-98.75646429,38.47896397
20011,15173,-94.84929685,37.85522563
20013,9984,-95.56421924,39.8264992
20015,65880,-96.83906545,37.78127076
20017,2790,-96.59392941,38.3020466
20019,3669,-96.24537832,37.15005719
20021,21603,-94.84626898,37.16930607
20023,2726,-101.7311041,39.7858699
20025,2215,-99.82030627,37.23552226
20027,8535,-97.16517467,39.34971132
20029,9533,-97.6492819,39.48029744
20031,8601,-95.7341118,38.23683795
20033,1891,-99.27187148,37.19128038
20035,36311,-96.83748917,37.23775267
20037,39134,-94.85181137,37.50731512
20039,2961,-100.4598995,39.78475649
20041,19754,-97.1527031,38.86650151
20043,7945,-95.14679424,39.78808061
20045,110826,-95.29260625,38.8846596
20047,3037,-99.31217083,37.88764878
20049,2882,-96.24408661,37.45368807
20051,28452,-99.3172316,38.91475126
20053,6497,-98.20473019,38.69662731
20055,36776,-100.7369919,38.04430397
20057,33848,-99.88794238,37.69170363
20059,25992,-95.28594831,38.56451754
20061,34362,-96.75253802,39.0023581
20063,2695,-100.4829044,38.91609562
20065,2597,-99.88325281,39.34971583
20067,7829,-101.3080213,37.56219327
20069,6006,-100.4378629,37.73819786
20071,1247,-101.8059825,38.48054095
20073,6689,-96.23263567,37.87778754
20075,2690,-101.7912569,37.99915261
20077,6034,-98.07549558,37.19160486
20079,34684,-97.42727142,38.04321851
20081,4256,-100.8711919,37.56225069
20083,1916,-99.89793599,38.08748385
20085,13462,-95.79366283,39.41682068
20087,19126,-95.38344877,39.23576482
20089,3077,-98.21834081,39.78473204
20091,544179,-94.82225554,38.88376298
20093,3977,-101.3198611,38.00019596
20095,7858,-98.13633252,37.55888485
20097,2553,-99.28604759,37.55826391
20099,21607,-95.29757614,37.19132735
20101,1750,-100.4664109,38.48129088
20103,76227,-95.03790409,39.19932154
20105,3241,-98.20769853,39.04532807
20107,9656,-94.84293202,38.21227194
20109,2756,-101.1483908,38.91733648
20111,33690,-96.15263977,38.45618712
20113,29180,-97.64807985,38.39166665
20115,12660,-97.09689097,38.35887209
20117,10117,-96.52293929,39.78362391
20119,4575,-100.366179,37.23819717
20121,32787,-94.83805699,38.56358335
20123,6373,-98.20936479,39.3932659
20125,35471,-95.7428781,37.19252382
20127,5923,-96.64984949,38.68742937
20129,3233,-101.7992521,37.19139581
20131,10178,-96.01410154,39.7834476
20133,16512,-95.30679231,37.55848542
20135,3107,-99.91617945,38.47941845
20137,5671,-99.90347631,39.78438459
20139,16295,-95.7269452,38.65232902
20141,3858,-98.76798633,39.3503323
20143,6091,-97.65021576,39.13253749
20145,6973,-99.23672935,38.18133077
20147,5642,-99.34702068,39.78458194
20149,21604,-96.34244188,39.37901002
20151,9656,-98.73959561,37.64773554
20153,2519,-101.0757051,39.78524091
20155,64511,-98.08600664,37.95295287
20157,4980,-97.65062285,39.82779641
20159,10083,-98.20103005,38.34714255
20161,71115,-96.73518264,39.29646301
20163,5181,-99.32505484,39.35022896
20165,3307,-99.30924095,38.52316132
20167,6970,-98.762351,38.91477883
20169,55606,-97.64993184,38.78380588
20171,4936,-100.9068716,38.4821817
20173,498365,-97.46096873,37.68476155
20175,22952,-100.8512852,37.19327681
20177,177934,-95.7565333,39.04151453
20179,2556,-100.4418324,39.35035775
20181,6010,-101.7199809,39.35143426
20183,3853,-98.78547274,39.78515619
20185,4437,-98.71744501,38.03099854
20187,2235,-101.7841808,37.56306232
20189,5724,-101.3120363,37.1923114
20191,24132,-97.47655021,37.23727534
20193,7900,-101.0555313,39.3509686
20195,3001,-99.87273664,38.91432499
20197,7053,-96.20498881,38.95327658
20199,1485,-101.763574,38.91666123
20201,5799,-97.08754523,39.78420082
20203,2234,-101.3473558,38.48208408
20205,9409,-95.7433888,37.55924148
20207,3309,-95.7401677,37.8866702
20209,157505,-94.76447735,39.11464524
21001,18656,-85.28064849,37.10415609
21003,19956,-86.19041868,36.75131664
21005,21421,-84.991009,38.00391143
21007,8249,-88.99934216,37.0584306
21009,42173,-85.93366319,36.9655813
21011,11591,-83.74266721,38.14497372
21013,28691,-83.67409503,36.73064829
21015,118811,-84.72786601,38.96986411
21017,19985,-84.21715097,38.20673444
21019,49542,-82.68772581,38.35957247
21021,28432,-84.86702636,37.62436806
21023,8488,-84.09019004,38.68881388
21025,13878,-83.32408524,37.52161712
21027,20059,-86.42927779,37.7732682
21029,74319,-85.69585704,37.97007582
21031,12690,-86.68175637,37.2072801
21033,12984,-87.8679069,37.14533307
21035,37191,-88.27220104,36.6211014
21037,90336,-84.37969578,38.94647673
21039,5104,-88.9710588,36.85321638
21041,10811,-85.12359027,38.66785847
21043,27720,-83.0495366,38.31817309
21045,15955,-84.92836898,37.32227974
21047,73955,-87.49038064,36.89418085
21049,35613,-84.14739943,37.97085193
21051,21730,-83.71468149,37.15971141
21053,10272,-85.13601357,36.72748164
21055,9315,-88.0972227,37.35271531
21057,6856,-85.38844862,36.78652971
21059,96656,-87.08722664,37.7317716
21061,12161,-86.23862015,37.20884021
21063,7852,-83.0976164,38.1178917
21065,14672,-83.96433026,37.69248154
21067,295803,-84.45872596,38.0423254
21069,14348,-83.69664683,38.37010952
21071,39451,-82.74570414,37.55710853
21073,49285,-84.87706817,38.23914775
21075,6813,-89.18761494,36.55408425
21077,8589,-84.85931245,38.75687472
21079,16912,-84.53763287,37.63957765
21081,24662,-84.62461435,38.64881235
21083,37121,-88.65120568,36.72313812
21085,25746,-86.3438773,37.46081909
21087,11258,-85.55310498,37.26410849
21089,36910,-82.9222884,38.54566492
21091,8565,-86.7779252,37.84150873
21093,105543,-85.96337146,37.69792291
21095,29278,-83.21795189,36.85697418
21097,18846,-84.33138536,38.44180723
21099,18199,-85.88470855,37.29992718
21101,46250,-87.57316112,37.79589795
21103,15416,-85.11892996,38.44846792
21105,4902,-88.97621579,36.67817052
21107,46920,-87.54084214,37.30882013
21109,13494,-84.0057655,37.41977694
21111,741096,-85.65915817,38.18719061
21113,48586,-84.58093136,37.87203099
21115,23356,-82.83153997,37.84663932
21117,159720,-84.53334063,38.93345596
21119,16346,-82.95413141,37.35405241
21121,31883,-83.85404434,36.89066574
21123,14193,-85.69791328,37.54580009
21125,58849,-84.11780018,37.11067002
21127,15860,-82.73475462,38.06787849
21129,7887,-83.71627634,37.59479849
21131,11310,-83.38115529,37.09405753
21133,24519,-82.85528248,37.12119219
21135,13870,-83.37805423,38.53154396
21137,24742,-84.66084557,37.45545375
21139,9519,-88.35381384,37.20970347
21141,26835,-86.87893824,36.85969878
21143,8314,-88.0832827,37.01912919
21145,65565,-88.71272161,37.05408073
21147,18306,-84.48417447,36.73714152
21149,9531,-87.26360678,37.52918957
21151,82916,-84.27799739,37.72018405
21153,13333,-83.06491453,37.70647416
21155,19820,-85.26963192,37.55253422
21157,31448,-88.32938051,36.88344686
21159,12929,-82.51329252,37.80157721
21161,17490,-83.82424512,38.59517293
21163,28602,-86.21717866,37.96983918
21165,6306,-83.59887198,37.94137811
21167,21331,-84.87443533,37.81103326
21169,10099,-85.62925111,36.9905418
21171,10963,-85.7165196,36.71218028
21173,26499,-83.9131023,38.03353299
21175,13923,-83.25889336,37.92228092
21177,31499,-87.14204154,37.21579243
21179,43437,-85.4659886,37.80513126
21181,7135,-84.01532518,38.33559856
21183,23842,-86.84889006,37.47819182
21185,60316,-85.44836606,38.39944168
21187,10841,-84.82810991,38.51963639
21189,4755,-83.68311187,37.41920499
21191,14877,-84.3602722,38.69562776
21193,28712,-83.22148159,37.2442933
21195,65024,-82.39586518,37.46902677
21197,12613,-83.82377474,37.83114551
21199,63063,-84.57717631,37.1039269
21201,2282,-84.05202957,38.51882428
21203,17056,-84.31594147,37.36517817
21205,23333,-83.42107609,38.19625623
21207,17565,-85.05868753,36.9910343
21209,47173,-84.5839266,38.29155566
21211,42074,-85.19477381,38.21543551
21213,17327,-86.5823207,36.74194213
21215,17061,-85.32785192,38.03251074
21217,24512,-85.32783856,37.36645646
21219,12460,-87.17915343,36.83555613
21221,14339,-87.87337142,36.80631986
21223,8809,-85.33756811,38.61303273
21225,15007,-87.94538355,37.658448
21227,113792,-86.42379935,36.99357677
21229,11717,-85.17474558,37.75337957
21231,20813,-84.82863122,36.80126524
21233,13621,-87.68315729,37.51841743
21235,35637,-84.14517771,36.7580733
21237,7355,-83.49317522,37.7393195
21239,24939,-84.74359425,38.04238793
22001,61773,-92.41197911,30.29053337
22003,25764,-92.82787674,30.6528611
22005,107215,-90.91129604,30.20354404
22007,23421,-91.06258686,29.90077227
22009,42073,-92.00137674,31.07624372
22011,35654,-93.34333899,30.64846873
22013,14353,-93.05595174,32.34721913
22015,116979,-93.60501098,32.67897617
22017,254969,-93.882359,32.58017734
22019,192768,-93.35794437,30.22922332
22021,10132,-92.11660587,32.09227154
22023,6839,-93.19889666,29.84687165
22025,10407,-91.84707151,31.66616855
22027,17195,-92.99573326,32.82269336
22029,20822,-91.640055,31.44583593
22031,26656,-93.73728326,32.05544844
22033,440171,-91.09561661,30.53823963
22035,7759,-91.23506514,32.73255348
22037,20267,-91.04553508,30.8450708
22039,33984,-92.40590418,30.72893642
22041,20767,-91.67376522,32.13321634
22043,22309,-92.55952044,31.59970369
22045,73240,-91.7630556,29.7564998
22047,33387,-91.3493634,30.25849869
22049,16274,-92.5577401,32.30203492
22051,432552,-90.1032885,29.70410952
22053,31594,-92.81412305,30.26771176
22055,221578,-92.06388023,30.20677168
22057,96318,-90.40137982,29.49893944
22059,14890,-92.1604364,31.67673158
22061,46735,-92.6648153,32.60163738
22063,128026,-90.72355754,30.43783106
22065,12093,-91.24258306,32.36440341
22067,27979,-91.80179705,32.82021812
22069,39566,-93.09624339,31.72354021
22071,343829,-89.9308814,30.06880013
22073,153720,-92.15487016,32.47831315
22075,23042,-89.48191412,29.38066115
22077,22802,-91.60078885,30.70939569
22079,131613,-92.53319963,31.19862029
22081,9091,-93.33987924,32.09314658
22083,20725,-91.76348691,32.4177898
22085,24233,-93.55469685,31.56401294
22087,35897,-89.30399783,29.90518117
22089,52780,-90.35819468,29.91333943
22091,11203,-90.71032027,30.8219753
22093,22102,-90.79625026,30.02630582
22095,45924,-90.50764947,30.11352647
22097,83384,-92.00585684,30.59885112
22099,52160,-91.60829629,30.12907223
22101,54650,-91.47292638,29.63462347
22103,233740,-89.9606515,30.40465895
22105,121097,-90.40812124,30.63459548
22107,5252,-91.340073,32.00166077
22109,111860,-90.83763195,29.33744533
22111,22721,-92.37481822,32.83189618
22113,57999,-92.30428294,29.80938932
22115,52334,-93.1841467,31.1082937
22117,47168,-90.04052489,30.85334218
22119,41207,-93.33498328,32.71345448
22121,23788,-91.31274633,30.46341351
22123,11604,-91.45673824,32.78856054
22125,15625,-91.42002869,30.87977272
22127,15313,-92.63676523,31.9442492
23001,107702,-70.206445,44.16584843
23003,71870,-68.59888751,46.65881118
23005,281674,-70.33020063,43.80608211
23007,30768,-70.44410307,44.97417269
23009,54418,-68.36820797,44.56288676
23011,122151,-69.76726439,44.40916013
23013,39736,-69.01554749,44.02729874
23015,34457,-69.52575646,43.99778918
23017,57833,-70.75657347,44.49976995
23019,153923,-68.64942813,45.40051233
23021,17535,-69.28452354,45.83736427
23023,35293,-69.83930586,43.91172569
23025,52228,-69.95882233,45.51384852
23027,38786,-69.12188078,44.48524694
23029,32856,-67.60905845,44.96945885
23031,197131,-70.67014708,43.42922631
24001,75087,-78.69890326,39.62148022
24003,537656,-76.56759742,38.99415596
24005,805029,-76.61631881,39.44307438
24009,88737,-76.53056357,38.53470979
24011,33066,-75.83160407,38.87173038
24013,167134,-77.0225215,39.56285586
24015,101108,-75.94810698,39.56242026
24017,146551,-77.01348409,38.47368126
24019,32618,-76.08332026,38.42261218
24021,233385,-77.39799298,39.47222111
24023,30097,-79.27387927,39.52860315
24025,244826,-76.29887169,39.53643688
24027,287085,-76.93119435,39.25071695
24029,20197,-76.0958206,39.23560389
24031,971777,-77.20424157,39.13637822
24033,863420,-76.84729239,38.82951529
24035,47798,-76.08503509,39.0376287
24037,105151,-76.52906066,38.2158624
24039,26470,-75.85346918,38.08006582
24041,37782,-76.17861706,38.74910018
24043,147430,-77.81398065,39.60367466
24045,98733,-75.63151455,38.36941638
24047,51454,-75.29666933,38.21650072
24510,620961,-76.61064805,39.30097988
25001,215888,-70.23813658,41.77344916
25003,131219,-73.20640388,42.37067389
25005,548285,-71.08851948,41.75709211
25007,16535,-70.69877158,41.38877474
25009,743159,-70.86792064,42.63887422
25011,71372,-72.59187044,42.58312075
25013,463490,-72.63161957,42.13510926
25015,158080,-72.66376544,42.34013816
25017,1503085,-71.39183735,42.48554536
25019,10172,-70.12811317,41.30124061
25021,670850,-71.18381049,42.17096541
25023,494919,-70.73706635,41.98743117
25025,722023,-70.98563671,42.34865947
25027,798552,-71.90773973,42.35139896
26001,10942,-83.12897386,44.6836271
26003,9601,-86.57217173,46.9482623
26005,111408,-86.29176587,42.59367341
26007,29598,-83.16520111,45.03110691
26009,23580,-85.1757943,45.00737484
26011,15899,-83.74725016,44.04288729
26013,8860,-88.352152,46.69975671
26015,59173,-85.30896821,42.59502755
26017,107771,-83.94183509,43.72136559
26019,17525,-86.30062747,44.64458778
26021,156813,-86.68542116,41.99577769
26023,45248,-85.0590331,41.91611229
26025,136146,-85.00559131,42.24653432
26027,52293,-85.99345888,41.91540272
26029,25949,-85.37324945,45.50249206
26031,26152,-84.49206304,45.4729439
26033,38520,-84.52936449,46.32818294
26035,30926,-84.8478363,43.98787453
26037,75382,-84.6015162,42.94365111
26039,14074,-84.61030108,44.68360607
26041,37069,-86.87059925,45.79161642
26043,26168,-87.87020736,46.00934634
26045,107759,-84.83831471,42.59606998
26047,32694,-84.98146969,45.58754266
26049,425790,-83.70671105,43.02172291
26051,25692,-84.38824986,43.99066864
26053,16427,-89.79554697,46.49551762
26055,86986,-85.55220246,44.7162389
26057,42476,-84.60491162,43.29273308
26059,46688,-84.59292851,41.88776646
26061,36628,-88.65205646,46.99154694
26063,33118,-82.85550822,43.91006839
26065,280895,-84.37353736,42.59709869
26067,63905,-85.07460179,42.94509404
26069,25887,-83.08529939,44.33709234
26071,11817,-88.53052693,46.20869248
26073,70311,-84.84680222,43.64059671
26075,160248,-84.42343754,42.24848664
26077,250331,-85.5311841,42.24545374
26079,17153,-85.09022903,44.68466124
26081,602622,-85.54929602,43.03215576
26083,2156,-88.25215604,47.71528817
26085,11539,-85.80170308,43.99000605
26087,88319,-83.22178389,43.09014728
26089,21708,-86.03849525,45.15177115
26091,99892,-84.06636482,41.89508244
26093,180967,-83.9115282,42.60291585
26095,6631,-85.56411948,46.71401641
26097,11113,-85.00940137,45.99893939
26099,840978,-82.91015775,42.67279424
26101,24733,-86.36413025,44.34282139
26103,67077,-87.5735077,46.6629639
26105,28705,-86.54506398,43.99610163
26107,42798,-85.32462033,43.64079627
26109,24029,-87.50969485,45.52514058
26111,83629,-84.38810919,43.64685643
26113,14849,-85.09466503,44.33729989
26115,152021,-83.49425793,41.92139545
26117,63342,-85.15251615,43.31095518
26119,9765,-84.12720828,45.02754627
26121,172188,-86.53523385,43.28992987
26123,48460,-85.80091161,43.55416723
26125,1202362,-83.38580019,42.66040562
26127,26570,-86.58177196,43.6446172
26129,21699,-84.1264138,44.33494452
26131,6780,-89.43472683,47.02211211
26133,23528,-85.32528495,43.9898704
26135,8640,-84.12973592,44.68174816
26137,24164,-84.59897713,45.02143901
26139,263801,-86.42188229,42.94853489
26141,13376,-83.52775596,45.44931274
26143,24449,-84.61159623,44.33560556
26145,200169,-84.05318704,43.33502874
26147,163040,-82.66436775,42.93112197
26149,61295,-85.52774224,41.9144141
26151,43114,-82.64575386,43.44331163
26153,8485,-86.1773001,46.04248569
26155,70648,-84.14673318,42.95373464
26157,55729,-83.43986858,43.49134253
26159,76258,-86.30641586,42.28510732
26161,344791,-83.8387711,42.25322618
26163,1820584,-83.26112575,42.28477567
26165,32735,-85.57841981,44.33835501
27001,16202,-93.4154291,46.60825731
27003,330844,-93.24644966,45.27323849
27005,32504,-95.67392356,46.93464839
27007,44442,-94.93764871,47.97377847
27009,38451,-93.99883774,45.69913262
27011,5269,-96.41091724,45.4260979
27013,64013,-94.06703311,44.03458813
27015,25893,-94.72748103,44.24216527
27017,35386,-92.67705174,46.59240251
27019,91042,-93.80258412,44.82075865
27021,28567,-94.32534525,46.94959449
27023,12441,-95.56668547,45.0223387
27025,53887,-92.90834047,45.5024618
27027,58999,-96.49064689,46.89234204
27029,8695,-95.37903472,47.5776645
27031,5176,-90.38600498,47.72665266
27033,11687,-95.18115317,44.00710667
27035,62500,-94.07087398,46.48237366
27037,398552,-93.06543545,44.67188617
27039,20087,-92.86205384,44.02258884
27041,36009,-95.45352265,45.9337164
27043,14553,-93.94799935,43.67392832
27045,20866,-92.09016729,43.67399719
27047,31255,-93.34881587,43.67384419
27049,46183,-92.72259101,44.4098502
27051,6018,-96.01218394,45.93404641
27053,1152425,-93.47687725,45.00457885
27055,19027,-91.49283195,43.67144404
27057,20428,-94.9166407,47.10864873
27059,37816,-93.29518075,45.56148674
27061,45058,-93.63200401,47.50952552
27063,10266,-95.15411296,43.6741733
27065,16239,-93.29342518,45.94521699
27067,42239,-95.0047409,45.15238198
27069,4552,-96.78284759,48.77663067
27071,13311,-93.78336635,48.24526836
27073,7259,-96.17347869,44.99548693
27075,10866,-91.40884857,47.52317085
27077,4045,-94.9050289,48.77050982
27079,27703,-93.73008339,44.37142653
27081,5896,-96.26708733,44.41259641
27083,25857,-95.83897491,44.41349159
27085,36651,-94.27242022,44.82354397
27087,5413,-95.80904789,47.32523773
27089,9439,-96.36847443,48.35812602
27091,20840,-94.55107015,43.67436252
27093,23300,-94.52730927,45.12311525
27095,26097,-93.63008733,45.93804863
27097,33198,-94.26841519,46.0126183
27099,39163,-92.7525136,43.67147006
27101,8725,-95.7632753,44.02212184
27103,32727,-94.24729768,44.34988968
27105,21378,-95.75338839,43.67423873
27107,6852,-96.45527777,47.32647616
27109,144248,-92.40176188,44.00373376
27111,57303,-95.70800277,46.40879603
27113,13930,-96.03666829,48.06623205
27115,29750,-92.74127076,46.12076654
27117,9596,-96.25864458,44.02299532
27119,31600,-96.40180554,47.77385432
27121,10995,-95.44448222,45.58602221
27123,508640,-93.09960492,45.01706392
27125,4089,-96.0953034,47.87169442
27127,16059,-95.25383371,44.40366054
27129,15730,-94.94714376,44.72681424
27131,64142,-93.29667737,44.35426137
27133,9687,-96.25320895,43.6746316
27135,15629,-95.81081784,48.77513953
27137,200226,-92.46146543,47.58986285
27139,129928,-93.53593056,44.64845602
27141,88499,-93.7745948,45.44395312
27143,15226,-94.23215619,44.57948292
27145,150642,-94.61301602,45.55215178
27147,36576,-93.2260411,44.02234376
27149,9726,-96.00030256,45.58612508
27151,9783,-95.6814274,45.28271405
27153,24895,-94.89759955,46.07062357
27155,3558,-96.47164265,45.77218381
27157,21676,-92.23029833,44.28427221
27159,13843,-94.96940883,46.58576083
27161,19136,-93.5872834,44.02212316
27163,238136,-92.88395931,45.03872797
27165,11211,-94.61406072,43.97842784
27167,6576,-96.46834687,46.35707805
27169,51461,-91.77912942,43.98684966
27171,124700,-93.96304736,45.17392544
27173,10438,-95.86835957,44.71624947
28001,32297,-91.35349827,31.48294285
28003,37057,-88.58026456,34.88077146
28005,13131,-90.80443146,31.17439652
28007,19564,-89.58154618,33.08628708
28009,8729,-89.18847548,34.81728646
28011,34145,-90.88040091,33.79553895
28013,14962,-89.33644515,33.93645002
28015,10597,-89.92019769,33.44852585
28017,17392,-88.94786372,33.92079983
28019,8547,-89.24838114,33.34730707
28021,9604,-90.91181335,31.97369259
28023,16732,-88.68940445,32.04140168
28025,20634,-88.78157402,33.65566698
28027,26151,-90.60268709,34.2291656
28029,29449,-90.44879863,31.8692374
28031,19568,-89.55262882,31.63321822
28033,161252,-89.99178069,34.87539747
28035,74934,-89.25785849,31.18886732
28037,8118,-90.89785013,31.47714533
28039,22578,-88.6440346,30.86260679
28041,14400,-88.63916294,31.21422477
28043,21906,-89.80200598,33.76995384
28045,43929,-89.47455803,30.39388947
28047,187105,-89.08274151,30.41829913
28049,245285,-90.44281937,32.26670473
28051,19198,-90.09205033,33.12351396
28053,9375,-90.52662102,33.12869729
28055,1406,-90.9892123,32.74139026
28057,23401,-88.36132287,34.27998672
28059,139668,-88.62284036,30.46288869
28061,17062,-89.11885983,32.01911274
28063,7726,-91.03717872,31.73420539
28065,12487,-89.82300248,31.56964107
28067,67761,-89.16879331,31.62255881
28069,10456,-88.64115944,32.75455793
28071,47351,-89.48492026,34.35674808
28073,55658,-89.50868564,31.20587027
28075,80261,-88.66254153,32.40428621
28077,12929,-90.10699491,31.55020308
28079,23805,-89.52405726,32.75353468
28081,82910,-88.68041623,34.28988811
28083,32317,-90.30106474,33.55052432
28085,34869,-90.45399821,31.53239155
28087,59779,-88.4433135,33.47290927
28089,95203,-90.03375629,32.63465563
28091,27088,-89.82244299,31.23081712
28093,37144,-89.50305424,34.76225391
28095,36989,-88.48046691,33.8922415
28097,10925,-89.61639566,33.49410238
28099,29676,-89.11757283,32.75349656
28101,21720,-89.11880852,32.40023234
28103,11545,-88.56981619,33.11011277
28105,47671,-88.87930494,33.42495297
28107,34707,-89.95056732,34.3639351
28109,55834,-89.58978297,30.76858048
28111,12250,-88.99232827,31.17202428
28113,40404,-90.40416057,31.1749079
28115,29957,-89.03740969,34.22544214
28117,25276,-88.52009536,34.61828738
28119,8223,-90.28912448,34.25140994
28121,141617,-89.94579806,32.26412438
28123,28264,-89.53763796,32.40637987
28125,4916,-90.81321492,32.87972307
28127,27503,-89.91948804,31.91317196
28129,16491,-89.50667753,32.01769293
28131,17786,-89.1177102,30.78995165
28133,29450,-90.58861863,33.60231291
28135,15378,-90.17326405,33.95047486
28137,28886,-89.94478191,34.65032404
